Transformer,0.002336,-26.315712,,,,
Informer,0.002139,-26.697495,,,,
2025-02-23  *14:33:32,64QAM,frequency1:1G,frequency2:5G,memory depth:10,,
Transformer,0.001739,-27.597607,,,,
Informer,0.002641,-25.782373,,,,
2025-02-23  *14:33:45,64QAM,frequency1:2G,frequency2:10G,memory depth:5,,
Transformer,0.005758,-22.397623,,,,
Informer,0.006017,-22.206417,,,,
2025-02-23  *14:34:01,64QAM,frequency1:2G,frequency2:10G,memory depth:10,,
Transformer,0.00538,-22.691814,,,,
Informer,0.005771,-22.387127,,,,
2025-02-23  *14:34:20,64QAM,frequency1:4G,frequency2:20G,memory depth:5,,
Transformer,0.043294,-13.635714,,,,
Informer,0.042772,-13.688398,,,,
2025-02-23  *14:34:41,64QAM,frequency1:4G,frequency2:20G,memory depth:10,,
Transformer,0.02703,-15.681574,,,,
Informer,0.026965,-15.691994,,,,
,,,,,,
###,8:02,original,,,,
2025-02-24  *08:07:40,sample rate:100,band width:Ka,memory depth:5,,,
Transformer,0.013962,-18.550465,,,,
Informer,0.010427,-19.818394,,,,
2025-02-24  *08:36:20,sample rate:100,band width:Ka,memory depth:10,,,
Transformer,0.005811,-22.357647,,,,
Informer,0.006361,-21.964827,,,,
2025-02-24  *08:57:23,sample rate:100,band width:QV,memory depth:5,,,
Transformer,0.005514,-22.585089,,,,
Informer,0.004918,-23.081953,,,,
2025-02-24  *09:45:12,sample rate:100,band width:QV,memory depth:10,,,
Transformer,0.003842,-24.154074,,,,
Informer,0.004751,-23.231697,,,,
2025-02-24  *10:13:19,sample rate:200,band width:Ka,memory depth:5,,,
Transformer,0.037507,-14.258856,,,,
Informer,0.036824,-14.338709,,,,
2025-02-24  *10:49:06,sample rate:200,band width:Ka,memory depth:10,,,
Transformer,0.035411,-14.508646,,,,
Informer,0.03548,-14.500113,,,,
2025-02-24  *11:28:04,sample rate:200,band width:QV,memory depth:5,,,
Transformer,0.011419,-19.423706,,,,
Informer,0.010891,-19.629305,,,,
2025-02-24  *11:55:38,sample rate:200,band width:QV,memory depth:10,,,
Transformer,0.01042,-19.821266,,,,
Informer,0.010819,-19.657957,,,,
